date,project_id,service,team,env,cost_usd
2025-05-06,proj-gamma,RDS,Web,prod,148.3
2025-05-06,proj-gamma,RDS,Core,prod,103.64
2025-05-06,proj-beta,S3,Web,prod,80.21
2025-05-06,proj-gamma,RDS,Data,staging,22.78
2025-05-06,proj-alpha,EC2,Core,prod,413.63
2025-05-07,proj-gamma,EKS,Core,staging,58.23
2025-05-07,proj-gamma,EKS,Core,dev,28.0
2025-05-07,proj-gamma,EC2,Data,prod,340.6
2025-05-07,proj-beta,Lambda,Web,dev,27.41
2025-05-07,proj-gamma,RDS,Web,staging,68.62
2025-05-07,proj-beta,RDS,Web,staging,34.15
2025-05-08,proj-beta,RDS,Data,prod,96.65
2025-05-08,proj-gamma,S3,Core,prod,74.05
2025-05-08,proj-alpha,RDS,Data,prod,75.26
2025-05-08,proj-beta,RDS,Data,prod,90.77
2025-05-08,proj-beta,EKS,Core,prod,180.1
2025-05-08,proj-beta,EKS,Core,dev,52.21
2025-05-08,proj-beta,EKS,Web,prod,131.12
2025-05-08,proj-beta,EC2,Data,staging,213.94
2025-05-09,proj-alpha,Lambda,Core,prod,28.33
2025-05-09,proj-alpha,EKS,Data,prod,181.43
2025-05-09,proj-beta,S3,Core,prod,65.58
2025-05-09,proj-alpha,RDS,Web,prod,138.31
2025-05-09,proj-alpha,EKS,Web,staging,76.95
2025-05-09,proj-beta,EKS,Core,prod,106.04
2025-05-09,proj-gamma,EC2,Data,dev,116.14
2025-05-10,proj-beta,EKS,Web,prod,120.86
2025-05-10,proj-alpha,Lambda,Data,staging,14.48
2025-05-10,proj-beta,EKS,Core,dev,51.53
2025-05-10,proj-gamma,S3,Data,prod,23.82
2025-05-10,proj-gamma,Lambda,Data,prod,36.78
2025-05-10,proj-gamma,S3,Web,prod,101.07
2025-05-11,proj-gamma,S3,Data,prod,81.35
2025-05-11,proj-beta,EC2,Core,prod,343.53
2025-05-11,proj-beta,S3,Core,dev,28.14
2025-05-11,proj-gamma,S3,Data,prod,79.92
2025-05-11,proj-beta,RDS,Web,prod,166.31
2025-05-11,proj-beta,S3,Core,dev,29.49
2025-05-11,proj-gamma,Lambda,Core,staging,20.23
2025-05-11,proj-gamma,S3,Core,prod,60.34
2025-05-12,proj-alpha,RDS,Web,dev,29.24
2025-05-12,proj-beta,S3,Web,prod,88.33
2025-05-12,proj-gamma,EKS,Data,prod,146.55
2025-05-12,proj-gamma,RDS,Core,prod,114.36
2025-05-12,proj-alpha,RDS,Web,prod,119.04
2025-05-12,proj-alpha,EKS,Core,prod,245.0
2025-05-12,proj-alpha,RDS,Data,staging,47.18
2025-05-12,proj-beta,Lambda,Core,staging,12.14
2025-05-12,proj-beta,EKS,Data,prod,169.02
2025-05-13,proj-alpha,S3,Web,prod,96.56
2025-05-13,proj-beta,EC2,Web,dev,132.28
2025-05-13,proj-gamma,Lambda,Data,prod,12.03
2025-05-13,proj-beta,EKS,Web,staging,70.63
2025-05-13,proj-alpha,RDS,Data,prod,100.93
2025-05-13,proj-beta,EC2,Core,staging,188.57
2025-05-13,proj-beta,EC2,Data,prod,379.09
2025-05-13,proj-alpha,EKS,Web,prod,125.25
2025-05-13,proj-alpha,Lambda,Data,staging,24.63
2025-05-13,proj-alpha,RDS,Data,prod,160.61
2025-05-14,proj-beta,RDS,Core,prod,153.25
2025-05-14,proj-beta,EC2,Core,prod,420.82
2025-05-14,proj-beta,Lambda,Data,prod,20.61
2025-05-14,proj-beta,EKS,Web,prod,195.12
2025-05-14,proj-beta,RDS,Data,prod,127.5
2025-05-14,proj-gamma,EC2,Web,prod,414.04
2025-05-14,proj-gamma,Lambda,Core,dev,10.76
2025-05-14,proj-alpha,S3,Data,prod,83.84
2025-05-14,proj-alpha,S3,Core,prod,66.3
2025-05-14,proj-alpha,S3,Core,staging,55.9
2025-05-15,proj-beta,EC2,Data,prod,352.57
2025-05-15,proj-alpha,EKS,Data,prod,163.72
2025-05-15,proj-gamma,EKS,Web,staging,67.47
2025-05-15,proj-gamma,S3,Web,staging,3.22
2025-05-15,proj-alpha,EKS,Core,prod,202.06
2025-05-15,proj-beta,S3,Core,prod,94.54
2025-05-15,proj-gamma,Lambda,Core,prod,31.59
2025-05-15,proj-gamma,S3,Data,prod,74.61
2025-05-16,proj-alpha,S3,Core,prod,77.46
2025-05-16,proj-beta,EKS,Web,staging,116.47
2025-05-16,proj-alpha,Lambda,Data,prod,13.29
2025-05-16,proj-gamma,EKS,Web,prod,205.43
2025-05-16,proj-alpha,Lambda,Core,prod,23.22
2025-05-16,proj-gamma,EKS,Core,prod,158.34
2025-05-16,proj-alpha,Lambda,Data,prod,42.37
2025-05-17,proj-beta,S3,Core,prod,118.29
2025-05-17,proj-gamma,Lambda,Data,prod,12.76
2025-05-17,proj-beta,Lambda,Data,prod,39.45
2025-05-17,proj-alpha,Lambda,Data,prod,35.72
2025-05-17,proj-beta,RDS,Data,prod,158.36
2025-05-17,proj-beta,EKS,Core,prod,112.77
2025-05-17,proj-gamma,Lambda,Data,prod,27.67
2025-05-18,proj-alpha,EKS,Core,staging,70.54
2025-05-18,proj-alpha,S3,Web,staging,55.27
2025-05-18,proj-beta,S3,Web,staging,41.35
2025-05-18,proj-beta,EKS,Core,prod,230.81
2025-05-18,proj-alpha,Lambda,Data,prod,32.71
2025-05-18,proj-alpha,RDS,Core,prod,75.96
2025-05-19,proj-beta,S3,Data,dev,18.44
2025-05-19,proj-beta,RDS,Data,dev,50.08
2025-05-19,proj-gamma,S3,Data,prod,103.67
2025-05-19,proj-gamma,RDS,Web,staging,52.57
2025-05-19,proj-alpha,EC2,Web,prod,363.24
2025-05-19,proj-alpha,EC2,Web,prod,430.95
2025-05-19,proj-alpha,RDS,Core,prod,40.63
2025-05-20,proj-gamma,Lambda,Core,prod,29.77
2025-05-20,proj-beta,S3,Web,prod,63.03
2025-05-20,proj-beta,RDS,Core,prod,138.07
2025-05-20,proj-gamma,EC2,Data,staging,197.37
2025-05-20,proj-alpha,RDS,Core,prod,85.47
2025-05-20,proj-alpha,EC2,Web,staging,204.96
2025-05-20,proj-gamma,EC2,Data,prod,341.68
2025-05-20,proj-alpha,EC2,Web,prod,449.46
2025-05-20,proj-gamma,Lambda,Data,prod,48.08
2025-05-21,proj-beta,EC2,Web,staging,210.3
2025-05-21,proj-alpha,EC2,Data,staging,163.82
2025-05-21,proj-alpha,EC2,Data,prod,294.6
2025-05-21,proj-beta,EKS,Core,dev,57.93
2025-05-21,proj-gamma,EC2,Web,prod,322.43
2025-05-21,proj-beta,RDS,Web,prod,145.71
2025-05-21,proj-beta,EC2,Web,prod,422.62
2025-05-21,proj-alpha,S3,Web,prod,97.38
2025-05-21,proj-alpha,EC2,Web,staging,150.41
2025-05-21,proj-beta,Lambda,Web,prod,22.66
2025-05-22,proj-gamma,EC2,Data,prod,411.71
2025-05-22,proj-gamma,RDS,Data,staging,64.47
2025-05-22,proj-gamma,S3,Data,staging,41.42
2025-05-22,proj-beta,Lambda,Web,prod,20.35
2025-05-22,proj-gamma,RDS,Data,prod,100.24
2025-05-22,proj-beta,RDS,Data,dev,34.73
2025-05-22,proj-beta,S3,Web,staging,46.93
2025-05-23,proj-gamma,Lambda,Data,prod,19.09
2025-05-23,proj-beta,EC2,Web,prod,519.82
2025-05-23,proj-alpha,RDS,Data,prod,109.98
2025-05-23,proj-beta,Lambda,Web,prod,8.09
2025-05-23,proj-alpha,RDS,Web,dev,24.06
2025-05-23,proj-gamma,S3,Web,prod,72.66
2025-05-23,proj-gamma,S3,Web,prod,79.8
2025-05-23,proj-alpha,EKS,Core,staging,60.08
2025-05-23,proj-alpha,Lambda,Web,prod,37.74
2025-05-24,proj-gamma,EC2,Data,dev,105.27
2025-05-24,proj-gamma,S3,Web,prod,92.73
2025-05-24,proj-gamma,RDS,Data,prod,106.54
2025-05-24,proj-gamma,RDS,Web,dev,43.26
2025-05-24,proj-gamma,EKS,Core,prod,178.03
2025-05-24,proj-gamma,EKS,Web,staging,100.67
2025-05-25,proj-alpha,EKS,Core,staging,81.76
2025-05-25,proj-alpha,EC2,Web,staging,218.13
2025-05-25,proj-beta,S3,Core,staging,31.29
2025-05-25,proj-beta,S3,Data,prod,59.75
2025-05-25,proj-alpha,Lambda,Web,prod,15.06
2025-05-25,proj-alpha,EC2,Core,prod,403.28
2025-05-26,proj-alpha,S3,Web,prod,102.78
2025-05-26,proj-beta,EKS,Core,prod,105.66
2025-05-26,proj-beta,EKS,Core,staging,66.83
2025-05-26,proj-beta,RDS,Data,prod,118.8
2025-05-26,proj-beta,EKS,Web,prod,165.63
2025-05-26,proj-beta,Lambda,Web,prod,15.38
2025-05-27,proj-alpha,EKS,Data,prod,97.21
2025-05-27,proj-beta,EKS,Data,staging,95.94
2025-05-27,proj-alpha,EKS,Web,prod,94.89
2025-05-27,proj-beta,EKS,Core,prod,128.06
2025-05-27,proj-beta,EC2,Data,prod,430.99
2025-05-27,proj-alpha,EC2,Core,staging,196.44
2025-05-27,proj-gamma,EC2,Data,prod,340.48
2025-05-27,proj-beta,S3,Web,dev,25.93
2025-05-27,proj-alpha,RDS,Data,prod,128.07
2025-05-28,proj-alpha,Lambda,Data,prod,21.0
2025-05-28,proj-gamma,S3,Web,staging,37.59
2025-05-28,proj-alpha,Lambda,Data,prod,30.7
2025-05-28,proj-alpha,EKS,Data,staging,43.44
2025-05-28,proj-beta,Lambda,Web,staging,26.27
2025-05-28,proj-beta,Lambda,Core,staging,9.97
2025-05-28,proj-beta,S3,Data,prod,75.39
2025-05-28,proj-alpha,EC2,Data,prod,460.03
2025-05-28,proj-beta,EC2,Web,prod,338.5
2025-05-29,proj-alpha,EKS,Data,prod,139.41
2025-05-29,proj-beta,S3,Data,prod,77.2
2025-05-29,proj-alpha,S3,Data,staging,39.81
2025-05-29,proj-gamma,EKS,Core,staging,81.07
2025-05-29,proj-gamma,EC2,Core,prod,288.78
2025-05-29,proj-alpha,Lambda,Web,prod,25.58
2025-05-30,proj-beta,EKS,Core,staging,77.79
2025-05-30,proj-gamma,RDS,Web,prod,150.68
2025-05-30,proj-beta,EKS,Core,prod,141.65
2025-05-30,proj-gamma,EKS,Core,prod,172.91
2025-05-30,proj-beta,RDS,Data,prod,207.52
2025-05-30,proj-alpha,S3,Core,prod,100.16
2025-05-30,proj-alpha,Lambda,Core,staging,5.02
2025-05-30,proj-beta,Lambda,Data,prod,35.37
2025-05-30,proj-beta,EC2,Web,prod,402.48
2025-05-31,proj-alpha,Lambda,Core,prod,19.82
2025-05-31,proj-alpha,RDS,Core,staging,77.59
2025-05-31,proj-beta,EC2,Data,prod,325.72
2025-05-31,proj-alpha,EC2,Web,staging,174.23
2025-05-31,proj-gamma,Lambda,Core,prod,35.61
2025-05-31,proj-alpha,RDS,Core,staging,55.16
2025-05-31,proj-alpha,S3,Web,prod,85.14
2025-05-31,proj-beta,S3,Core,prod,76.41
2025-05-31,proj-gamma,Lambda,Core,prod,16.34
2025-06-01,proj-gamma,S3,Core,prod,97.45
2025-06-01,proj-alpha,Lambda,Core,prod,33.18
2025-06-01,proj-beta,RDS,Core,staging,43.2
2025-06-01,proj-beta,EC2,Data,prod,300.21
2025-06-01,proj-beta,EKS,Core,prod,129.78
2025-06-01,proj-gamma,RDS,Data,prod,82.15
2025-06-01,proj-alpha,S3,Data,prod,92.08
2025-06-02,proj-beta,S3,Core,prod,71.49
2025-06-02,proj-beta,EKS,Core,prod,149.71
2025-06-02,proj-alpha,EKS,Core,prod,234.84
2025-06-02,proj-gamma,S3,Web,prod,92.79
2025-06-02,proj-beta,EKS,Data,prod,81.18
2025-06-02,proj-beta,RDS,Web,prod,107.4
2025-06-02,proj-beta,EKS,Web,prod,143.15
2025-06-02,proj-gamma,Lambda,Web,prod,24.17
2025-06-02,proj-gamma,Lambda,Web,staging,24.52
2025-06-02,proj-gamma,S3,Data,prod,137.82
2025-06-03,proj-beta,Lambda,Web,prod,37.08
2025-06-03,proj-alpha,RDS,Web,prod,154.23
2025-06-03,proj-beta,RDS,Web,prod,85.42
2025-06-03,proj-beta,RDS,Core,prod,153.61
2025-06-03,proj-beta,RDS,Core,staging,36.93
2025-06-03,proj-gamma,EKS,Data,prod,84.71
2025-06-03,proj-beta,S3,Web,dev,16.67
2025-06-03,proj-alpha,RDS,Core,staging,35.93
2025-06-03,proj-beta,Lambda,Web,prod,24.71
2025-06-04,proj-gamma,Lambda,Core,prod,23.24
2025-06-04,proj-gamma,RDS,Web,prod,78.18
2025-06-04,proj-gamma,RDS,Core,dev,30.73
2025-06-04,proj-beta,RDS,Core,prod,183.25
2025-06-04,proj-gamma,RDS,Web,prod,92.9
2025-06-04,proj-beta,S3,Data,prod,93.36
2025-06-04,proj-beta,EC2,Data,staging,197.03
2025-06-04,proj-beta,EC2,Core,prod,341.66
2025-06-04,proj-beta,EKS,Data,dev,40.7
2025-06-05,proj-gamma,RDS,Web,prod,129.78
2025-06-05,proj-alpha,RDS,Core,dev,48.22
2025-06-05,proj-gamma,EKS,Web,prod,150.63
2025-06-05,proj-beta,EKS,Data,prod,74.56
2025-06-05,proj-alpha,EC2,Data,staging,206.22
2025-06-05,proj-alpha,EC2,Core,prod,261.63
2025-06-05,proj-gamma,Lambda,Data,prod,33.29
2025-06-05,proj-alpha,EKS,Core,prod,144.14
2025-06-05,proj-gamma,Lambda,Core,prod,39.37
2025-06-05,proj-beta,Lambda,Web,prod,40.11
2025-06-06,proj-alpha,S3,Core,prod,66.88
2025-06-06,proj-gamma,RDS,Web,prod,103.96
2025-06-06,proj-alpha,S3,Core,prod,86.58
2025-06-06,proj-beta,S3,Core,staging,37.27
2025-06-06,proj-beta,S3,Web,prod,63.29
2025-06-06,proj-alpha,EC2,Web,staging,184.92
2025-06-06,proj-beta,EKS,Core,prod,139.35
2025-06-06,proj-beta,S3,Core,prod,89.54
2025-06-06,proj-alpha,S3,Core,prod,68.89
2025-06-07,proj-alpha,RDS,Data,prod,149.56
2025-06-07,proj-gamma,EKS,Data,prod,187.1
2025-06-07,proj-alpha,EC2,Data,staging,159.48
2025-06-07,proj-beta,S3,Web,dev,25.51
2025-06-07,proj-gamma,EKS,Core,prod,186.03
2025-06-07,proj-beta,S3,Web,prod,103.85
2025-06-08,proj-beta,RDS,Core,prod,125.65
2025-06-08,proj-gamma,EKS,Data,prod,168.84
2025-06-08,proj-beta,S3,Web,prod,83.17
2025-06-08,proj-gamma,EKS,Core,staging,76.92
2025-06-08,proj-alpha,S3,Data,prod,124.08
2025-06-08,proj-beta,S3,Web,prod,83.3
2025-06-08,proj-alpha,EKS,Web,dev,35.19
2025-06-08,proj-alpha,Lambda,Core,prod,34.9
2025-06-08,proj-alpha,EKS,Web,staging,81.11
2025-06-08,proj-beta,Lambda,Data,prod,34.06
2025-06-09,proj-beta,EKS,Web,prod,121.21
2025-06-09,proj-beta,EC2,Data,prod,469.91
2025-06-09,proj-alpha,RDS,Data,dev,48.52
2025-06-09,proj-beta,EKS,Core,prod,211.66
2025-06-09,proj-gamma,Lambda,Web,prod,27.8
2025-06-09,proj-alpha,EC2,Data,prod,439.86
2025-06-10,proj-alpha,S3,Core,prod,63.45
2025-06-10,proj-gamma,EC2,Data,prod,365.94
2025-06-10,proj-beta,EKS,Core,prod,175.2
2025-06-10,proj-beta,RDS,Core,prod,89.6
2025-06-10,proj-beta,S3,Web,prod,70.5
2025-06-10,proj-alpha,Lambda,Core,prod,9.55
2025-06-10,proj-gamma,S3,Data,prod,99.15
2025-06-11,proj-alpha,S3,Core,staging,22.77
2025-06-11,proj-alpha,Lambda,Web,prod,29.65
2025-06-11,proj-alpha,RDS,Core,prod,128.06
2025-06-11,proj-beta,Lambda,Data,staging,26.01
2025-06-11,proj-alpha,Lambda,Core,prod,13.99
2025-06-11,proj-alpha,RDS,Core,staging,79.4
2025-06-11,proj-gamma,EC2,Web,prod,302.99
2025-06-11,proj-alpha,EKS,Core,prod,141.71
2025-06-11,proj-beta,S3,Core,prod,93.0
2025-06-12,proj-beta,Lambda,Data,prod,36.07
2025-06-12,proj-beta,S3,Web,prod,74.85
2025-06-12,proj-alpha,S3,Web,prod,52.08
2025-06-12,proj-alpha,EC2,Data,prod,412.98
2025-06-12,proj-beta,EKS,Web,staging,89.66
2025-06-12,proj-gamma,EKS,Web,prod,131.52
2025-06-12,proj-beta,Lambda,Data,dev,26.52
2025-06-12,proj-gamma,RDS,Web,prod,171.08
2025-06-12,proj-gamma,EKS,Data,prod,153.08
2025-06-12,proj-beta,S3,Web,staging,20.88
2025-06-13,proj-alpha,S3,Core,prod,57.86
2025-06-13,proj-beta,RDS,Core,prod,99.48
2025-06-13,proj-beta,EKS,Data,prod,145.96
2025-06-13,proj-alpha,RDS,Data,prod,81.85
2025-06-13,proj-alpha,S3,Data,staging,31.86
2025-06-13,proj-alpha,EKS,Web,staging,78.31
2025-06-13,proj-gamma,S3,Web,staging,20.17
2025-06-14,proj-alpha,S3,Core,dev,27.81
2025-06-14,proj-beta,RDS,Data,prod,96.49
2025-06-14,proj-gamma,EKS,Data,dev,41.38
2025-06-14,proj-beta,S3,Data,dev,30.71
2025-06-14,proj-alpha,S3,Web,dev,43.48
2025-06-14,proj-beta,RDS,Core,prod,118.61
2025-06-14,proj-beta,EKS,Core,prod,181.7
2025-06-14,proj-beta,Lambda,Web,prod,29.45
2025-06-14,proj-beta,EC2,Data,prod,381.41
2025-06-15,proj-gamma,S3,Core,dev,42.18
2025-06-15,proj-alpha,Lambda,Data,prod,39.54
2025-06-15,proj-gamma,S3,Web,prod,90.16
2025-06-15,proj-alpha,EKS,Data,prod,147.16
2025-06-15,proj-gamma,EKS,Data,prod,203.32
2025-06-15,proj-beta,RDS,Core,staging,70.2
2025-06-15,proj-gamma,EC2,Data,staging,207.47
2025-06-15,proj-beta,Lambda,Core,staging,15.5
2025-06-16,proj-gamma,Lambda,Web,prod,29.49
2025-06-16,proj-alpha,EKS,Data,staging,93.88
2025-06-16,proj-beta,RDS,Core,prod,116.75
2025-06-16,proj-alpha,EC2,Web,prod,368.28
2025-06-16,proj-beta,S3,Core,prod,109.02
2025-06-16,proj-alpha,S3,Core,prod,72.71
2025-06-16,proj-alpha,EKS,Core,prod,94.5
2025-06-16,proj-gamma,RDS,Core,prod,123.98
2025-06-16,proj-alpha,S3,Core,prod,54.93
2025-06-16,proj-beta,EC2,Core,prod,319.74
2025-06-17,proj-gamma,EKS,Core,prod,63.2
2025-06-17,proj-beta,RDS,Web,staging,35.41
2025-06-17,proj-beta,EKS,Data,prod,78.14
2025-06-17,proj-gamma,RDS,Web,staging,97.98
2025-06-17,proj-gamma,S3,Web,staging,24.33
2025-06-17,proj-gamma,Lambda,Web,staging,-1.99
2025-06-17,proj-gamma,S3,Core,staging,48.69
2025-06-18,proj-beta,RDS,Data,dev,35.68
2025-06-18,proj-beta,EKS,Web,dev,35.51
2025-06-18,proj-alpha,Lambda,Data,staging,2.14
2025-06-18,proj-beta,EC2,Core,prod,383.08
2025-06-18,proj-alpha,S3,Data,dev,21.75
2025-06-18,proj-alpha,Lambda,Web,prod,29.55
2025-06-18,proj-gamma,EKS,Data,prod,153.7
2025-06-18,proj-beta,EC2,Core,prod,410.71
2025-06-18,proj-beta,EC2,Data,dev,103.52
2025-06-19,proj-beta,EKS,Data,prod,187.65
2025-06-19,proj-beta,EC2,Data,dev,135.77
2025-06-19,proj-alpha,RDS,Core,prod,102.04
2025-06-19,proj-beta,EKS,Web,prod,233.49
2025-06-19,proj-beta,S3,Data,prod,67.02
2025-06-19,proj-alpha,RDS,Core,prod,120.24
2025-06-20,proj-beta,EC2,Core,prod,343.79
2025-06-20,proj-gamma,EC2,Core,prod,383.57
2025-06-20,proj-beta,EC2,Web,prod,452.79
2025-06-20,proj-alpha,EC2,Data,prod,375.27
2025-06-20,proj-alpha,RDS,Data,staging,49.62
2025-06-20,proj-gamma,RDS,Web,prod,93.35
2025-06-20,proj-alpha,S3,Data,prod,87.49
2025-06-20,proj-alpha,Lambda,Core,dev,20.01
2025-06-20,proj-gamma,EC2,Core,staging,175.92
2025-06-20,proj-beta,EKS,Core,prod,125.72
2025-06-21,proj-gamma,Lambda,Core,staging,18.88
2025-06-21,proj-beta,S3,Core,prod,79.1
2025-06-21,proj-beta,S3,Web,staging,62.66
2025-06-21,proj-gamma,EC2,Data,prod,330.29
2025-06-21,proj-gamma,RDS,Core,prod,132.33
2025-06-21,proj-beta,S3,Web,prod,81.83
2025-06-21,proj-beta,RDS,Web,prod,104.16
2025-06-21,proj-gamma,EKS,Data,staging,84.76
2025-06-22,proj-beta,RDS,Core,prod,111.02
2025-06-22,proj-alpha,S3,Core,prod,57.2
2025-06-22,proj-gamma,EC2,Core,prod,299.74
2025-06-22,proj-beta,S3,Core,staging,51.83
2025-06-22,proj-beta,RDS,Web,prod,111.31
2025-06-22,proj-alpha,EKS,Data,prod,162.34
2025-06-22,proj-gamma,Lambda,Web,prod,10.2
2025-06-23,proj-beta,EC2,Data,prod,369.71
2025-06-23,proj-alpha,RDS,Core,prod,107.98
2025-06-23,proj-beta,EKS,Core,staging,90.66
2025-06-23,proj-beta,EKS,Web,staging,114.17
2025-06-23,proj-beta,S3,Data,staging,37.23
2025-06-23,proj-gamma,EKS,Web,prod,33.38
2025-06-23,proj-gamma,S3,Core,staging,28.24
2025-06-24,proj-beta,EKS,Core,prod,161.68
2025-06-24,proj-beta,S3,Core,dev,32.17
2025-06-24,proj-alpha,Lambda,Web,prod,49.66
2025-06-24,proj-beta,S3,Web,prod,49.3
2025-06-24,proj-alpha,EC2,Web,prod,362.37
2025-06-24,proj-beta,Lambda,Data,prod,13.14
2025-06-24,proj-alpha,EKS,Web,prod,139.97
2025-06-25,proj-beta,Lambda,Data,prod,38.24
2025-06-25,proj-gamma,Lambda,Web,dev,8.35
2025-06-25,proj-alpha,EKS,Web,staging,88.14
2025-06-25,proj-beta,Lambda,Web,prod,1.41
2025-06-25,proj-beta,EC2,Data,prod,390.17
2025-06-25,proj-beta,Lambda,Web,dev,1.88
2025-06-25,proj-alpha,EKS,Data,dev,46.99
2025-06-26,proj-gamma,S3,Data,staging,30.96
2025-06-26,proj-alpha,EKS,Data,prod,91.61
2025-06-26,proj-gamma,EC2,Core,staging,226.05
2025-06-26,proj-gamma,RDS,Data,prod,107.69
2025-06-26,proj-gamma,S3,Core,prod,79.66
2025-06-26,proj-beta,S3,Data,prod,108.52
2025-06-26,proj-alpha,EC2,Data,prod,308.4
2025-06-26,proj-gamma,EKS,Core,prod,162.9
2025-06-26,proj-gamma,RDS,Web,staging,79.96
2025-06-26,proj-beta,Lambda,Core,prod,32.81
2025-06-27,proj-beta,EC2,Core,dev,110.25
2025-06-27,proj-beta,Lambda,Web,prod,31.48
2025-06-27,proj-gamma,S3,Core,staging,41.64
2025-06-27,proj-alpha,RDS,Web,prod,105.52
2025-06-27,proj-beta,EC2,Core,prod,439.34
2025-06-27,proj-gamma,RDS,Core,staging,56.08
2025-06-27,proj-gamma,RDS,Data,prod,133.03
2025-06-27,proj-beta,S3,Web,prod,39.06
2025-06-27,proj-alpha,RDS,Data,dev,11.86
2025-06-27,proj-gamma,Lambda,Web,prod,42.02
2025-06-28,proj-alpha,EC2,Core,prod,360.68
2025-06-28,proj-beta,S3,Core,staging,21.74
2025-06-28,proj-beta,EC2,Web,staging,243.53
2025-06-28,proj-gamma,EKS,Web,prod,180.71
2025-06-28,proj-gamma,Lambda,Data,staging,22.49
2025-06-28,proj-beta,EC2,Data,prod,353.72
2025-06-28,proj-alpha,Lambda,Data,staging,19.95
2025-06-29,proj-alpha,EC2,Core,prod,439.99
2025-06-29,proj-alpha,Lambda,Web,prod,41.26
2025-06-29,proj-beta,RDS,Core,prod,134.1
2025-06-29,proj-beta,EKS,Core,staging,64.88
2025-06-29,proj-beta,S3,Core,prod,78.82
2025-06-29,proj-gamma,EKS,Web,staging,58.97
2025-06-29,proj-alpha,S3,Web,dev,0.11
2025-06-29,proj-beta,Lambda,Data,prod,21.97
2025-06-29,proj-gamma,RDS,Core,dev,39.79
2025-06-29,proj-alpha,EKS,Core,prod,150.92
2025-06-30,proj-alpha,RDS,Web,prod,103.07
2025-06-30,proj-gamma,EC2,Data,staging,183.69
2025-06-30,proj-alpha,S3,Core,prod,126.3
2025-06-30,proj-gamma,EC2,Web,prod,295.41
2025-06-30,proj-beta,Lambda,Web,staging,16.83
2025-06-30,proj-beta,EC2,Web,staging,223.19
2025-06-30,proj-gamma,RDS,Core,prod,136.03
2025-06-30,proj-beta,RDS,Core,staging,87.43
2025-07-01,proj-beta,S3,Web,prod,86.34
2025-07-01,proj-beta,S3,Data,prod,101.87
2025-07-01,proj-beta,EC2,Web,prod,365.75
2025-07-01,proj-beta,RDS,Web,prod,167.31
2025-07-01,proj-alpha,EC2,Data,prod,332.93
2025-07-01,proj-gamma,EC2,Core,dev,124.21
2025-07-02,proj-gamma,EC2,Data,prod,363.73
2025-07-02,proj-beta,RDS,Data,dev,44.05
2025-07-02,proj-alpha,Lambda,Core,prod,39.0
2025-07-02,proj-alpha,S3,Core,prod,68.2
2025-07-02,proj-gamma,Lambda,Core,staging,-0.27
2025-07-02,proj-gamma,Lambda,Web,prod,35.84
2025-07-02,proj-gamma,RDS,Core,dev,32.7
2025-07-02,proj-alpha,RDS,Data,prod,133.76
2025-07-02,proj-beta,RDS,Web,prod,131.72
2025-07-02,proj-alpha,EC2,Web,prod,278.54
2025-07-03,proj-alpha,EKS,Data,prod,82.1
2025-07-03,proj-alpha,RDS,Core,prod,96.55
2025-07-03,proj-gamma,S3,Core,prod,43.66
2025-07-03,proj-alpha,Lambda,Web,staging,9.86
2025-07-03,proj-gamma,EC2,Data,prod,293.93
2025-07-03,proj-gamma,S3,Core,staging,11.8
2025-07-03,proj-gamma,Lambda,Core,dev,12.19
2025-07-03,proj-alpha,Lambda,Data,prod,46.78
2025-07-03,proj-gamma,S3,Data,prod,57.52
2025-07-04,proj-beta,S3,Web,staging,55.67
2025-07-04,proj-alpha,Lambda,Data,prod,41.04
2025-07-04,proj-beta,Lambda,Data,dev,-0.27
2025-07-04,proj-beta,RDS,Core,prod,166.68
2025-07-04,proj-alpha,EKS,Data,prod,111.63
2025-07-04,proj-beta,EC2,Core,prod,344.68
2025-07-05,proj-gamma,RDS,Web,prod,169.53
2025-07-05,proj-alpha,Lambda,Core,dev,-2.81
2025-07-05,proj-alpha,S3,Web,prod,120.75
2025-07-05,proj-alpha,EC2,Web,prod,470.99
2025-07-05,proj-beta,S3,Core,prod,65.48
2025-07-05,proj-alpha,Lambda,Core,staging,31.43
2025-07-05,proj-gamma,EC2,Web,prod,271.78
2025-07-06,proj-beta,S3,Data,prod,69.31
2025-07-06,proj-gamma,EC2,Data,prod,384.91
2025-07-06,proj-beta,EKS,Web,prod,124.95
2025-07-06,proj-beta,EKS,Web,prod,129.44
2025-07-06,proj-gamma,S3,Core,prod,72.27
2025-07-06,proj-alpha,S3,Data,prod,104.22
2025-07-07,proj-beta,EC2,Data,prod,366.0
2025-07-07,proj-beta,S3,Core,staging,52.96
2025-07-07,proj-alpha,EKS,Web,prod,148.63
2025-07-07,proj-beta,EC2,Data,prod,311.43
2025-07-07,proj-beta,S3,Data,staging,55.99
2025-07-07,proj-beta,Lambda,Core,prod,44.3
2025-07-07,proj-beta,RDS,Web,prod,109.79
2025-07-07,proj-alpha,RDS,Data,dev,42.78
2025-07-08,proj-alpha,EKS,Core,prod,97.46
2025-07-08,proj-alpha,EC2,Core,prod,479.02
2025-07-08,proj-beta,S3,Web,prod,84.02
2025-07-08,proj-alpha,EC2,Data,staging,160.02
2025-07-08,proj-gamma,RDS,Web,prod,131.03
2025-07-08,proj-gamma,Lambda,Data,staging,10.22
2025-07-08,proj-alpha,EC2,Web,dev,131.84
